ids,text,target
1467834817,@msdrama hey missed ya at the meeting  sup mama,0
1467835085,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!",0
1467835198,why is it always the fat ones?! ,0
1467835305,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*",0
1467835345,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ,0
1467835577,wednesday my b-day! don't know what 2 do!! ,0
1467835880,Poor cameron (the hills) ,0
1467836024,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache ",0
1467836111,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike",0
1467836448,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,0
1467836500,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....",0
1467836576,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money ",0
1467836583,"@stark YOU don't follow me, either  and i work for you!",0
1467836859,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.,0
1552036387,"watching 'jumpin jack flash'. I love movies from the 80s, bringing it back old school ",4
1552036389,bargain for today? proper vintage fur coat �5  love itttt,4
1552036421,"@charlthorn94 heehee, I like your cards(: you two have nice handwriting :L and tell Vickiee I'm not one :O :L ",4
1552036445,Ready with 20 minutes to spare  woo! :-p xx,4
1552036448,@coloradosumi thanks belatedly for the #followfriday love! right back at ya ,4
1552036497,"Spent 2 &amp; 1/2 hours in the hairdresser, I like it though ",4
1552036501,i barely go on this hmmmm :/ had a great day! bought my dress for the party ,4
1552036537,Chillin ,4
1552036549,Happy Record Store Day! Big thanks to all the indie record shops out there for doing what you do! ,4
1552036588,Rewriting chapter 1/28 of Dratillia and listning to Utada Hikaru  *starting to want food.....Sushi would be nice !!!*,4
1552036600,"@MoosePeterson The gear locker doesnt hurt, i'll say that.. ",4
1552036604,@twicullen NO BABE- NEVER!!! me loves YOU!!! ,4
1552036643,@TouchReviews_PR Anytime dude  did u find the Yahoo! Wordpress installer package?,4
1552036683,Susan Boyle you are the greatest ah ha yet.  Your voice is priceless!  Keep it real ,4
1552036698,"damn, i haven't read any more of breaking dawn, but i've got loads of piano music  might just go and experiment with them .......",4
1552036701,"@Beardy Well, maybe not, but that's what I'll be doing. ",4
1552036737,"Walkind Dead #60,Vers�o Brasileira Herbert Richards: http://tinyurl.com/cka9us ",4
1552036770,I want to play outside. No work today. ,4
1552036776,"Heading out to the mall and the park with my kids! It's a beautiful day,everybody! Enjoy ",4
1552036790,Slept in  My dad's house is so much calmer than mine.,4
1552036811,is going outside ,4
1552036818,@cassieventura hmmm wish too see updated recent pics of u! ,4
1552036881,@RogersDavid   pain's a warning signal for sure ... whether in the body ... or in the mind.  Pay attention ... see what's happening!,4
1552036905,@dawnmaloney It ends on May 16th so there is still pleanty of time left for you to get there. Come on down! ,4
1552036915,@parkerkatherine  #transcoding! noted  What else for #nab09?,4
1552036975,@SoOoCHRISpy the one on sepulveda by baskin robbins  let's go! puahah,4
1552036986,@rxrrazorblade I'm reading it now. ,4
1552036994,is sitting in the lobby at the hotel. i can't find either of my mothers! ahhhh! going home today ,4
1552037145,@sheltren Go postal? ,4
1552037208,Standing outside enjoying the California sunshine! Spoke with a possible soon 2b pro baseball player from Nebraska at work today. ,4
1552037239,Beach time! ,4
1552037276,"@dawn_dewar Absolutely, makes for a better, bigger pressie ",4
1552037324,"Feeling a bit nauseated but am sure itll be ok soon tho  gonna try for a walk soon. Nice weather, stopped snowing (thank god)",4
1552037328,going to play guitar hero instead.. ky is so boring.! cant wait to go back to miami. ,4
1552037346,"@carondg DH is shorthand for Dear Husband  I've also seen DD for Dear Daughter, but oddly never any others. I'll keep a lookout for u 4/24",4
1552037363,Downtown. No tourists slapped. Still early tho. ,4
1552037414,The plan was to go to mamitas beach at #playadelcarmen. I just woke up. Yesterday I got drunk (8) tequila tequila (8) and came back @ 4am ,4
1552037469,@Quintonstorm Whatu soooo excited about fam???... I better c u when i'm in FLA! ,4
1552037499,@Tyrese4ReaL I'm hungry too. I'm in the mood for a grilled cheese sandwhich ,4
1552037502,@kellyjay7 Every movement/trend needs a counter-movement/trend. It's all in good fun and I love it. ,4
1552037520,"yes, im finished! and now i get to put my contacts in! and its so nice outside!!! going to the zoo maybe.. ",4
1552037528,Making a website template ,4
1552037595,Next Year going to fly to Amerika. Yaay. ,4
1552066593,@barefoot_exec Thank you; safe flight...no matter which one you eventually get! ,4
1552066666,@DionneSouth 3 days of gadget show wow! Im going tomorrow  you did well for all shows! what times seem best to arrive from what u've seen,4
1552066673,Aw!!! Its the exact same temperature here and in Phoenix today! I wanna go have a picnic on the lake!!!! ,4
1552066686,"Hah,Dead and Gone is stuck in my head. I'm a straight up hustler. ",4
1552066738,Went Shopping for Once On This Island Jr. &quot;Peasant Clothes&quot;...  Couldn't find any ,4
1552066770,just got back from a family day out at a chinese all-you-can-eat buffet and i ate LOADS! yum.  now i'm eating some swiss chocolate... &lt;3,4
1552066808,"@wilw remember, the cat owns YOU not the other way around ",4
1552066824,French Toast w/ bacon and strawberries for breakfast yum ,4
1552066875,can't wait till tonight ,4
1552066876,@deene_83 No idea then! I guess we wait for the king to tell us what's wrong. ,4
1552066886,See UPhttp://twitpic.com/3iymx..please thanks...comment ,4
1552066917,At South Beach  http://pikchur.com/0q1,4
1552066934,"Listening to: radio1's anniversary record from a bit back... Still sounds great, for a nice summer night ",4
1552066936,50 days til the big move to DisneyWorld!! ,4
1552066970,MGMT is coming to memphis June 11 ,4
1552067019,ahh ich bin zurueck.  my brain hurts now.,4
1552067020,"@MussoMitchel I demanded you to come to my city, but only one other person did �_�  I guess if you come to London I'll go there instead ",4
1552067110,@musicforanna You flatter me. ,4
1552067164,@sunshine_masha you rock ,4
1552067240,Bagel with peanutbutter. Yummy ,4
1552067277,"There's a guy here at Denny's wearing a white tshirt with a Red Cross logo. The lettering on it says, &quot;GIVE BLOOD. PLAY RUGBY.&quot; ",4
1552067320,is writing ,4
1552067342,"Lol, I mention having a pint of Broadside and @Bombardier_beer auto-follows me.  They're clever these Twitter search bots.",4
1552067360,@AllisonnL33 i believe fire will be the death of us ,4
1552067361,sarcasm never brings me down dearest ex-boyfriend. and hell yeah im a bitch and PROUD of it. which girls never bitch right ? ,4
1552067411,@BeckyKingston glad you had a great time! ,4
1552067454,@jadesamantha_ it was awesome!  i'll upload the pics to flickr.,4
1552067471,http://twitpic.com/3j8dg - I just wanna test my Twitpic.btw this is pluto-the new addition to the family. ,4
1552067496,signing up for twitter ,4
1552067591,"My Day Off, Going To Go Buy A RedBull ",4
1552067649,has had the best day out ever! and for a change is in a really good mood  xx,4
1552067669,"is wondering why it rains every weekend here, at least I can enjoy the rain ",4
1552067674,@TheRealJordin I wanna work out with you!!! ,4
1552067739,going with my friend to see seventeen again tonite ,4
1552067746,@LithosDesigns well you can sure talk to me then. I am all about simplicity. ,4
1552067754,"@JazzBuddafly it's cool, you was feelin it.! ",4
1552067765,@ludwikc it's really great! I've just watched it. You have a nice hobby ,4
1552067881,@yanna_be One week from right now ,4
1552067955,@xDKrystal happy birthday btw ,4
1552067974,made my Ytube account   just becos the episode was so sad i JUST HAD TO comment... sigh. family violence. always leads to problems.,4
1552067983,sick of hearing about susan boyle! but loving diet-free saturdays with georgette ,4
1552067997,@amandabonanza Yes! Yes! He's the one!  ),4
1552068002,@chrisloft Subway - more healthy. it's a no-brainer ,4
1552068004,@thecurvature Congratulations ,4
1552068014,is DONE!!!!  I am officially done with college....what an awesome thing to be able to say! ,4
1552068017,I love you twitter!  looks like the ACDC disaster may have been diverted! Thank you tweeters!!!!! ,4
1552068057,@BritneySpears OMG thanks for follow me  britney  have a nice day.Xxx,4
1552068125,@russiandiva awesome hanging out with u too! U are definitely THE russian diva  rock it girl...,4
1552068136,I think @lamborghinibow should follow me lol ,4
1552068230,@JoyVBehar &lt;--This is the real Joy Behar!   All others are fakes.   We red headed Italians know the real thing when we see it ,4
1552068249,Motivation Tip of the Day: you ARE THEE CAPTAIN of YOUR OWN SHIP...DON'T BE A FOLLOWER BE THEE LEADER ,4
1552068250,is in Prosser havin lunch since I screwed up and the ride is tomorrow...  Oops!  So we're just ridin for fun today ,4
1552068268,@BlueBeyond And then my DH has the nerve to neener neener us... *sighs* ,4
1552068330,"@ItsRaul Yeah, @aplusk (The Kutch) twitters a lot. I think it's cool though. ",4
1552068358,10 years of holidays to be won - what you waiting for? Enter now and if you win you take me along  http://bit.ly/NE7jy,4
1552068361,Why are old people so cuteeee!!!! ,4
1552068374,"OUTSIDE, with liv. text cell 519-496-8293 ",4
1552068447,"@amijames Hey Ami, greetings from Singapore!!! Loves Miami Ink so much!!! have a great day ahead of you!!! CHeers!!! ",4
1552068459,just getting up. ,4
1552068481,@rufusisnodufus ,4
1552068533,"Haa,(: i could get used to thiss. ",4
