ids,text,target
1467824221,Going to go and read new moon for the 3rd time  I cant get enough of twilight series ,4
1467824298,today is our two month anniversary!!! i love you sooooooo much Diana. omg you dont even know  TAR HEELS WON THE NCAA WOOT!!!!!,4
1467824377,I am bored ,4
1467824422,@stevecla it is a wallpaper with Red Square I was asking for ,4
1467824454,@r_keith_hill Thanks for your response. Ihad already find this answer ,4
1467824474,@Pope_Mello Well yeah! I only noticed cuz i'm BB too. ,4
1467824495,Just tryna get inspired thats all ,4
1467824532,@KourtneyKardash Can't get up early enough!!!  Night workouts are much better. ,4
1467824550,"@ladygaga Can't wait to see ur hot ass in Austin! woot woot!!! annnd love the bob with purple, i went the royal color way as well ",4
1467824562,"@QuotableBuffy I got a bunch of Buffy songs too! One of my faves is &quot;Vivian&quot; by Nerf Herder, when Faith met Spike in Buffy's body. ",4
1467824600,#Devunity Wallpaper  Check this out !   --&gt;    http://twitpic.com/2y2e2,4
1467824606,"Morning Tweetland, a long day ahead! Hope everyone has a great day  ",4
1467824647,   uploading pictures on friendster ,4
1467824699,@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p,4
1467824794,noodlebox with amanda tonight ,4
1467824828,"@una_avion2010 Sorrry, I'm doing like 29823782 different things. Kevin Jonas' Girlfriend ",4
1467824840,@fuzeb they are so serious too while singing like.. whoa  hehe lsd maybe? j/k lolol,4
1467824856,loving life... and loving you ,4
1467824877,@ApothecaryJeri  I love Sicilians best damn pizza on the planet [says I] ,4
1467824911,loves chocolate milk  and that is GF YEAH..,4
1467824998,Going to Sutter Creek tomorrow to tour an old Mine ,4
1467825008,"@bodycoach I'll look into that cho, I personally like strawberry but I'm going to become coach soon ",4
1467825038,"@little__fish guess where i live. the other side of the earth  east mesa, losiento",4
1467825086,@paula_paige3489 so apart from the sore... how was the tryouts? ,4
1467825095,failed physics TEST... what a homo. keeen for the holidays (2 days to go) ,4
1467825142,"Just observed the update look of #Alexa website, http://tinyurl.com/c48gzf , looks great, seems Alexa is improving ",4
1467825143,@leiabox so what can you tell us about it? I'm totally geeking out right now ,4
1467825218,"@theragingocean BonJour Spacecowboy,I wish I was either of it .I work with Kids, can go out whenever I want and go wherever I want to ",4
1467825283,@Rebecca1158 goodnight. ,4
1467825315,My brother is sick too lol. Quite weird ,4
1467825354,@drdrew *gives a hug and a cookie* Hope you feel better! ,4
1467825390,@jonathanRKnight Hey Jon! It's real and I hope you take care of yourself...we don't want you to get too rundown.  ((Hugs)),4
1467825431,"Just wrote on a toilet wall... but only to correct poor spelling. And in highlighter, so it will wash off. HARDCORE ",4
1467825434,had a good tech meeting at clubZone - dinner was sushi ,4
1467825491,@mattgalloway Thanks for the hook up with @CarlyRush and suggesting me again bro! you rock! ,4
1467825506,@jeffswarens depends on which version they thought you  the one I know doesn't go like that ;),4
1467825532,@Speak2Ashley hand is still pretty weak i cant like punch anyone out yet or turn knobs but it doesnt hurt much ,4
1467825536,@Honey3223 Lurkers now that was interesting ,4
1467825590,@saravananp mine is B North. Still need to decide 'aaru hithavaru ninage ee moovaroLage' to vote ,4
1467825593,@trstfndbby um I bought my shit from the Koreans its OACH  highest quality out there baby  I paid an extra 3.50 2 get a real tag sewed in,4
1467825594,eating ice-cream with chocolate topping ,4
1467825631,@iamdiddy your telling me.. just finished doing 200 crunches!  step it up Diddy ! LETS GO!,4
1467825641,@its_yvonne daaang i didn't know it was possible to talk that long! what'd you guys talk about ,4
1467825712,@LaurUy West.  Mostly San Jose and San Francisco.,4
1467825726,"Nikki is off working her ass off on a bike, trying to recover from her knee injury.  (Good for her. ",4
1467825771,@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!,4
1467825781,shenagians!  my team is awesome&lt;3,4
1467825811,listening to some music and just chilling....I'll probably regret not getting work done...but till then i'm just gonna kick back ,4
1467825832,I am doing a study of Think &amp; Grow Rich - Wow - it's amazing how timeless the law of attraction is! So now we're on our 6 step program! ,4
1467825928,@BittenbyBooks Oh good!  I'm glad you're feeling better!   I've been really good!  It'll be a crazy week though... In a good way! ,4
1467826078,21 Days till chris comes home and 67 days till summer ,4
1467841066,"@davidgideon Yeah, those were the days  - no, it's now around 1.47ish...",4
1467841077,@therealjspace am I the first one to tell you you tweet the most while drinking! LOL. ,4
1467841096,@its_anne Kay thanks. ,4
1467841114,Goodnight ,4
1467841135,I am determined to get back into baseball -- it's been 5 years since I've really watched the sport. Anyone interested in going to a game? ,4
1467841175,"@beycah Good for you Becca, have a good sleep. ",4
1467841205,@MissNappyBoy and ur home is where? ohhh i nkow lexington ky rite next to me ,4
1467841257,Just seen the preview for the movie &quot;Obsessed&quot; w/ Beyonce. Wow one crazy broad in that movie &amp; Beyonce seems to go nuts in it too! ,4
1467841289,Easy Rider till I fall asleep ,4
1467841313,"@miketomalaris I'm very, very, very excited about the live broadcast of Paris-Roubaix. ",4
1467841356,"just had a real good moment. i missssssssss him so much, ",4
1467841363,@belliestobabies I have two too. I just don't know how people survive winter without jungle gyms at home ,4
1467841382,@jaredleto Just started to work. But it's the last one before holidayholiday!! ,4
1467841428,Watchin Greek then off to Knighty Knight!! ,4
1467841433,i am working on my media room design and i love love love my client profile ,4
1467841458,@Greeks05 its pretty lame..hahaha but yay i get to stalk your sexy ass on here now ,4
1467841510,"@Lou911 Aww, thanks ",4
1467841560,Another good day  nitey nite everyone! First day of school tomorrow!!! Ahh I'm kinda nervous yet excited...til tomorrow!,4
1467841571,thinking and planning ,4
1467841578,"Good enough.. time to go sleep off whatever I can, be happier tomorrow ? here's Hopin.. go check my Fb. for what is in store for me now. ",4
1467841579,"@missvic what do you mean, I do those things now and I'm OLD! ",4
1467841683,@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843,4
1467841708,@UrbanThai  and you have me to thank for that ,4
1467841854,"@PamFR Thanks Pam... glad you enjoyed it. Yes, life is short, it's *now*. No need to struggle... just make better choices every day. ",4
1467841923,"@JonathanRKnight hmm you have a lot to say tonight! That's great!  Of course, here I am up late reading it. haha",4
1467841943,"@guykawasaki congrats on 100,000 followers. Wow almost 4 times of what I have ",4
1467841948,@LarryCarroll ARE WE GOING TO BE GETTING ANY NM UPDATES THIS TIME AROUND? I'm not really screaming. Just wondering. Thanks! ,4
1467841957,@suitelifeofkell that's freakin' cooool   i love twitter .haha,4
1467841967,@I3renda maybe. there's nothing wrong with being caring. but try not to care too much. ,4
1467841985,why does Brissa not even know she has a twitter? -Lauren ,4
1467842071,@jbrotherlove I thought it was a great love story ,4
1467842136,"@enbaldarlingg No, that's just the mirror you're looking in. ",4
1467842139,@amandahesser thanks!  i couldn't have done it without you  ,4
1467842200,"wow that was neat, thanks God! OVERITNOW&lt;3  i apologize for sharing my spiritual moment with the general public of Twitter ",4
1467842207,... 31 days until I leave for Ontario!! ,4
1467842254,Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! ,4
1467842373,@LissyM ahh i only just saw you'd written that where does it tell you that someones spoken to you? this sucks but mcfly got it haha loser ,4
1467842385,@KaciMaureen holy laundry woman! ,4
1467842401,"@iamdiddy I hate it too, but I just got back from the trainer. Go! ",4
1467842583,@markhoppus lol you�re so fucking funny ,4
1467842639,"working on setting up my ipod touch, which as of today is officially mine!! ",4
1467842664,@nikhilnarayanan saw the tvc yesterday.. worked for me ,4
1467842693,Jon could totally say Mannies and Peddies and I would shut my fat face about it.  ,4
1467842734,"@magopus Hahaha! Well if they ever run out of ideas, I'm nominating you to come up with some good ones. ",4
1467842808,A friend feels like a beer on a Monday night. That's never good. But beer is always good. Always. ,4
1467842846,"@hopeinhell One usually follows the other, no? ",4
1467842887,"@special72 Thanks, Special 72!  ",4
1467842919,"Good luck for Lauren and the rest of the cast of TBS, can't wait for something to leak ",4
1467842961,"Shoot For The Moon! Even if you miss, you'll land among the stars. ",4
1467842970,"@JohnHays hmm, that I don't agree with entirely because I am most creative &amp; vibrant @ night for some reason...but I need 2 sleep too ",4
1467842991,@izzakizza nada just tryna holla holla.   hows the mixtape coming up?,4
1467842996,@aussie_ali  yep it makes it so much easier to get points across in 140 ,4
1467843020,"@snarkattack  The freezer-worthy @amoir has already given it her scholarly attention, but I suppose another set of eyes could hurt not.",4
1467843151,http://twitpic.com/2y2jf - my cupcakes ,4
1467843275,"@purrplexa And its a wonderful thing!  I'm all in favor of using the entire English language (shit, I use #expletives too, I think) ",4
1467843304,@mynameisgerard haha! i'm not saying u should try it.. but maybe u should ,4
1467843308,"back from school, long walk! its flippin cold outside  2 days ago it was sunny, next day raining, and today snowing!",4
1467843338,@sisterpatterson I just ate raw cookie dough out of a tub and now to bed. We must be kindred spirits ,4
1467843424,"@JonathanRKnight : agreed. internet? random. but i like random. watched dirty dancing, great movie, i thought of your song..  nighty night",4
1467843441,@blooms5887 Just use Tweetdeck and you can update facebook and twitter at the same time ,4
1467843504,"@firestoned - Dude, stars are always awesome.    Surprised to see you tweeting.",4
1467843553,@nsastrasasmita k. i'll try to figure it out. i'm gonna go to bed. night night  ,4
1467843554,amazing night with llama and malcolm and megan&lt;---fuck the theatre! ,4
1467843590,@kayotae Just had a martini myself. ,4
1467843613,city all day soo happy to be home. school in the morning ,4
1467843663,My spring break= watching moviess all day everyday for a week ,4
1467843689,@PushPlayNICK &quot;Grandpa wants an ice chest and some beef.&quot;  George Lopez rulesss!,4
1467843745,@KatiePorrello thank you Katie! heading to the club as we speak! you have yourself a stellar night as well... take it easy homey!! ,4
1467843787,"http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def.",4
1467843877,shhhhhhhhhh....time to watch the Hills. ,4
1467843896,"since posting the 2 new photos on my website with the kids my hit count went up...way, way, way up. love to china for 5,000 views alone. ",4
1467843915,@JonathanRKnight Oh its real Jon!  We all r so excited that u and the guys came back 4 us.  We appreciate all you put out there!  ,4
1467843958,@LonelyBob Thank you! Am at home pretty much everywhere. Provided I have broadband ...kiddin' ,4
1467844025,Callin it a night! I always have the best sleep after a good workout!! ,4
1467844076,@Infinitarchitek Feels pretty good doesn't it? ,4
1467844104,@stee322 but you did go to hash bash anyway.. ,4
1467844156,"@loltothepower correction, i GOT a badass fringe. ",4
1467844198,"@procoder hmmm, sure sure  so what r u upto ? hows the day for u?",4
1467844250,@ninasplayground I agree.  My kids got &quot;Who am I&quot; 4 Christmas. It's bn fun but I caught my 4 yrold cheating by looking at reflection in TV,4
1467844261,My hair is blue. ,4
1467844374,@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night ,4
1467844393,stressing over this math test...uhhh....2 days till spring break!!!! ,4
1467844485,"@MintCool uh, because we really need each other, plus, you'd be my designated driver on PCH ",4
1467844488,@EMPRESSYEN WHATCHA CHUCKLIN BOUT MS.YEN ,4
1467844490,@ijustine the gym is an awesome place! work it out ,4
1467844496,@augustography hmmm think we need to get you climbing up hills .. you'll be really sining then ,4
1467844514,Just won 20$ on unc game ,4
1467844533,Really tired. Going to prepare for bed. G'night! ,4
1467844572,@keyannaaa the new story of your life will include magic fountain with me ,4
1467844596,"Im getting nervous that this trip tomorrow may be a little boring. Haha oh well, i always have my trusty ipod and my books of course  lol",4
1467844605,should be going to bed... maybe i'll do that... but i'm thinking I'll put on Anastasia on my laptop as i fall asleep ,4
1467844679,@ijustine http://twitpic.com/1ff65 - I love ur top ,4
1467844705,"still buzzing from SIETAR... thanks to @pattidigh for pushing the old boundaries - boy, someone could make money off a twitter manual... ",4
1467844712,"@yoshigi I have terrible back and neck aches too... Get a good chair, that will help.  I am waiting for my &quot;SWOPPER&quot; to arrive. ",4
1467844730,"@juneaurock Hellz yeah, definitely downloading. Thanks ",4
1467844885,http://twitpic.com/2y2jz - we are so stinkin cute ,4
1467844924,@Lyndeeezy hahah not yet! but soon. very soon ,4
1467844980,"Very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! ",4
1467845068,@michaelgrainger we have much more than that in common my friend!! ,4
1467861230,@ben_mayer better be. I don't wanna have to come find u and save the dog. But I would!  I'm all 4 the animals . Call off the twit police,4
1467861258,"@klaris nilagyan mo ng knorr seasoning mix ulit ung pancakes mo?! hehehe. teka, heaven and eggs ba to? ",4
1467861286,@Westneyrhindxx hello westney  what are you doing ?? x,4
1467861317,@WhereisKevinn well my night seems pretty boring in comparison to the strokes you've experienced tonight ,4
1467861338,@jephjacques I love the way you draw giraffe eyelashes. ,4
1467861393,@SwitchItNow ahhh shiner Bock in Austin YES! thanks for the Twitter @reply so I can relive too ,4
1467861472,@holytshirt Glad to read it! ,4
1467861482,spent the evening outside in the beautiful warm weather. finally feels like spring ,4
1467861486,pullin an all nighter wit my bffl madison ,4
1467861536,@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! ,4
1467861545,"I don't know why I still find this hilarious after hearing it like 200 times in a row, but I doooo  ? http://blip.fm/~3x8ok",4
1467861578,@thenub you are too ,4
1467861605,@jimmycarr that big oaf can play piano? ,4
1467861697,Bryon is my tea bitch ,4
1467861716,"@mattbraga Oh, they can stay. You on the other hand... ",4
1467861731,I am gonna help my mom get a twitter ,4
1467861750,@lavsmohan...... Yup!! saw the entire match....reached office late.. ,4
1467861752,"going to bed. My bb isn't working &amp; I'm bored.  Night all. Love me harder tomorrow, than you did today. Peace, Prayers, &amp; Blessings.",4
1467861768,@DEEJAY_BOOGIE ya we did trying to beat traffic but ya hope to be back soon ,4
1467861776,"India wins a test series in New Zealand after 41 years! If it wasnt for rain on the final day, India would have won the third test too ",4
1467861806,@ashvala Was driving in Old madras road on my bike!! There is no concept called parking on the side ,4
1467861858,@upstatement can I apply to be in your class too? ,4
1467861971,is reading manga  http://plurk.com/p/mzp1e,4
1467861992,@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.,4
1467862006,@Adri_Mane ROflmao... niqqa please. you ackin' a fool now. ,4
1467862077,@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 ,4
1467862225,"@vjl also, your website seems to be down, FYI. pity, I wanted to check it out  sure you knew that though.",4
1467862309,@LindzNicole so let's make it right! ,4
1467862332,"@Lexi_83 We.... went professional in October 2008, we've just not update any of our websites or anything until yesterday ",4
1467862341,@rhonda_brown thanks for the tip on Sam's Club! ,4
1467862363,@KourtneyKardash yep Mornings are the Best! nighttime is chill time ,4
1467862382,@pocketfulofme yay!!! hehe TWINS ,4
1467862464,@jolilore Thank you ,4
1467862487,"&quot;City of Ember&quot; was AWESOME!!! SO have to finish the book and read the next one (ones?) now.  Time for bed possibly? Who knows, really. XD",4
1467862538,"OMG, I would have died!!! actually no, I take that back...I keep an updated version on my X:drive so it's all good ",4
1467862582,@trugiaz You and i mate! ,4
1467862627, just watched the movie Wanted... it was pretty darn good.,4
1467862699,just got home from Neil's. watched Nick &amp; Nora's Playlist... pretty funny  ,4
1467862717,"@theexclamation ah yes, twitter seems to be the perfect venue for whining and wasting time.  now that's my idea of fun ",4
1467862737,@donniewahlberg hell yeah! there's the effin man! ,4
1467862762,@roshnimo Dont be lazy............try a few out.... tools are to make life easy for lazy people ,4
1467862776,"@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai ",4
1467862849,Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! ,4
1467862887,can't wait for vegas ,4
1467862922,@theDebbyRyan Hey Debby ,4
1467862924,One sixty six in bowling. Holy shit lol ,4
1467862980,"dear dbq, you were a pain in the asssss. i'm glad i'm DONE with you! ",4
1467862988,and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are),4
1467862998,"@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great, thanks. How about you? ",4
1467863012,"has discovered that she loves easter crafts, eggs, hot cross buns... feel like watching the prince of egypt to aid my easter meditations ",4
1467863034,"Didn't get my nap before, thinking I really need one now. Be back later, twitterpeeps. ",4
1467863044,Trying to figure out a way to pay it forward ,4
1467863122,oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!,4
1467863184,my very first twitter  awww,4
1467863187,@SimonBotes glad you like ,4
1467863200,"@lightblue_82 woo, you won't regret it. ",4
1467863222,@theaptour thanks so much ,4
1467863258, Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554,4
1467863291,@SJS86 haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs ,4
1467863423,@lolly2420 this is nuts! thanks  I am dying over heah!,4
1467863528,"@markhoppus hey mark, i want to know if the song &quot;Life's So Boring&quot; is really blink 182 , please tell me  doubt been on my head for years",4
1467863550,"@Kelly_N_Va by Jordan, I think he's got it!  ",4
1467863578,"up and running, London calling ",4
